area_type,location,total_sqft,bath,balcony,price,bhk,price_per_sqft
Super built-up  Area,Marathahalli,1583.0,3.0,3.0,105.0,3,6632.975363234365
Super built-up  Area,Marathahalli,2524.0,5.0,2.0,190.0,4,7527.733755942948
Built-up  Area,Marathahalli,1350.0,3.0,1.0,72.0,3,5333.333333333333
Super built-up  Area,Marathahalli,1535.0,3.0,2.0,72.5,3,4723.127035830619
Super built-up  Area,Marathahalli,1071.0,2.0,2.0,52.25,2,4878.618113912232
Super built-up  Area,Marathahalli,1215.0,2.0,2.0,58.86,2,4844.444444444444
Super built-up  Area,Marathahalli,1102.0,2.0,2.0,53.67,2,4870.235934664247
Super built-up  Area,Marathahalli,1900.0,3.0,3.0,123.0,3,6473.684210526316
Super built-up  Area,Marathahalli,1045.0,2.0,3.0,60.0,2,5741.626794258374
Super built-up  Area,Marathahalli,1305.0,2.0,1.0,69.0,3,5287.35632183908
Super built-up  Area,Marathahalli,1365.0,2.0,2.0,73.0,2,5347.985347985348
Super built-up  Area,Marathahalli,3800.0,4.0,3.0,205.0,4,5394.736842105263
Super built-up  Area,Marathahalli,3895.0,4.0,3.0,220.0,4,5648.267008985879
Super built-up  Area,Marathahalli,1785.0,3.0,2.0,94.0,3,5266.106442577031
Built-up  Area,Marathahalli,4000.0,4.0,3.0,220.0,4,5500.0
Super built-up  Area,Marathahalli,1208.0,2.0,2.0,70.0,2,5794.701986754967
Built-up  Area,Marathahalli,1325.0,1.0,1.0,92.0,2,6943.396226415094
Built-up  Area,Marathahalli,1525.0,3.0,2.0,90.0,3,5901.639344262295
Super built-up  Area,Marathahalli,1937.0,3.0,2.0,140.0,3,7227.671657201859
Super built-up  Area,Marathahalli,1550.0,3.0,2.0,83.0,3,5354.8387096774195
Super built-up  Area,Marathahalli,1350.0,2.0,1.0,86.0,2,6370.37037037037
Super built-up  Area,Marathahalli,957.0,2.0,1.0,47.0,2,4911.180773249739
Super built-up  Area,Marathahalli,4000.0,4.0,3.0,220.0,4,5500.0
Super built-up  Area,Marathahalli,1230.0,2.0,1.0,57.0,2,4634.1463414634145
Super built-up  Area,Marathahalli,1200.0,2.0,2.0,58.0,2,4833.333333333333
Super built-up  Area,Marathahalli,1650.0,3.0,3.0,86.45,3,5239.393939393939
Super built-up  Area,Marathahalli,607.0,1.0,1.0,35.0,1,5766.062602965404
Super built-up  Area,Marathahalli,1583.0,3.0,3.0,109.0,3,6885.6601389766265
Super built-up  Area,Marathahalli,1075.0,2.0,2.0,52.43,2,4877.209302325581
Super built-up  Area,Marathahalli,1360.0,2.0,1.0,103.0,2,7573.529411764706
Super built-up  Area,Marathahalli,1220.0,2.0,1.0,58.5,2,4795.081967213115
Super built-up  Area,Marathahalli,950.0,2.0,1.0,45.68,2,4808.421052631579
Super built-up  Area,Marathahalli,615.0,1.0,1.0,44.0,1,7154.471544715447
Super built-up  Area,Marathahalli,1595.0,3.0,2.0,90.0,3,5642.633228840125
Super built-up  Area,Marathahalli,1350.0,2.0,1.0,89.0,2,6592.592592592592
Super built-up  Area,Marathahalli,1020.0,2.0,1.0,57.0,2,5588.235294117647
Super built-up  Area,Marathahalli,1600.0,3.0,2.0,88.0,2,5500.0
Super built-up  Area,Marathahalli,780.0,1.0,1.0,55.0,1,7051.282051282052
Super built-up  Area,Marathahalli,1710.0,3.0,2.0,100.0,3,5847.953216374269
Super built-up  Area,Marathahalli,1530.0,3.0,2.0,73.5,3,4803.921568627451
Super built-up  Area,Marathahalli,1358.0,2.0,1.0,81.0,2,5964.653902798233
Super built-up  Area,Marathahalli,1205.0,2.0,1.0,75.0,2,6224.066390041494
Super built-up  Area,Marathahalli,1730.0,3.0,3.0,110.0,3,6358.381502890174
Super built-up  Area,Marathahalli,1583.0,3.0,3.0,115.0,3,7264.687302590019
Built-up  Area,Marathahalli,1200.0,2.0,1.0,67.0,2,5583.333333333333
Built-up  Area,Marathahalli,1095.0,2.0,1.0,60.0,2,5479.45205479452
Super built-up  Area,Marathahalli,1060.0,2.0,1.0,48.0,2,4528.301886792453
Built-up  Area,Marathahalli,1050.0,2.0,1.0,65.0,2,6190.476190476191
Super built-up  Area,Marathahalli,1102.0,2.0,2.0,53.67,2,4870.235934664247
Super built-up  Area,Marathahalli,1026.0,2.0,1.0,49.95,2,4868.421052631579
Super built-up  Area,Marathahalli,3940.0,4.0,3.0,220.0,4,5583.756345177665
Super built-up  Area,Marathahalli,1435.0,3.0,1.0,73.0,3,5087.1080139372825
Super built-up  Area,Marathahalli,1220.0,2.0,1.0,59.0,2,4836.065573770492
Super built-up  Area,Marathahalli,881.0,2.0,1.0,48.06,2,5455.16458569807
Super built-up  Area,Marathahalli,1130.0,2.0,2.0,58.0,3,5132.743362831859
Super built-up  Area,Marathahalli,1680.0,3.0,3.0,105.0,3,6250.0
Super built-up  Area,Marathahalli,1910.0,3.0,3.0,119.0,3,6230.366492146597
Super built-up  Area,Marathahalli,1602.0,2.0,2.0,104.0,2,6491.8851435705365
Super built-up  Area,Marathahalli,700.0,1.0,1.0,38.0,1,5428.571428571428
Super built-up  Area,Marathahalli,1385.0,2.0,2.0,68.5,3,4945.848375451264
Super built-up  Area,Marathahalli,1690.0,3.0,2.0,116.0,3,6863.905325443787
Super built-up  Area,Marathahalli,1065.0,2.0,2.0,55.0,2,5164.319248826291
Built-up  Area,Marathahalli,1693.0,3.0,2.0,125.0,3,7383.343177790904
Super built-up  Area,Marathahalli,1693.0,3.0,1.0,125.0,3,7383.343177790904
Super built-up  Area,Marathahalli,1196.0,2.0,2.0,57.9,2,4841.13712374582
Super built-up  Area,Marathahalli,1595.0,3.0,2.0,88.0,3,5517.241379310345
Super built-up  Area,Marathahalli,2122.0,3.0,2.0,125.0,3,5890.66918001885
Super built-up  Area,Marathahalli,1730.0,3.0,2.0,115.0,3,6647.398843930636
Super built-up  Area,Marathahalli,4000.0,4.0,2.0,200.0,4,5000.0
Super built-up  Area,Marathahalli,1200.0,2.0,1.0,58.17,3,4847.5
Super built-up  Area,Marathahalli,1125.0,2.0,3.0,55.0,2,4888.888888888889
Super built-up  Area,Marathahalli,1950.0,3.0,2.0,115.0,3,5897.4358974358975
Built-up  Area,Marathahalli,1250.0,2.0,2.0,68.0,2,5440.0
Super built-up  Area,Marathahalli,1125.0,2.0,2.0,56.8,2,5048.888888888889
Super built-up  Area,Marathahalli,1350.0,2.0,1.0,90.0,2,6666.666666666667
Super built-up  Area,Marathahalli,1200.0,2.0,1.0,53.0,2,4416.666666666667
Super built-up  Area,Marathahalli,2500.0,5.0,2.0,175.0,4,7000.0
Super built-up  Area,Marathahalli,957.0,2.0,1.0,47.0,2,4911.180773249739
Built-up  Area,Marathahalli,3855.0,4.0,3.0,220.0,4,5706.874189364462
Built-up  Area,Marathahalli,1605.0,3.0,2.0,76.0,3,4735.202492211838
Built-up  Area,Marathahalli,1350.0,2.0,2.0,60.0,2,4444.444444444444
Super built-up  Area,Marathahalli,3400.0,4.0,3.0,235.0,4,6911.764705882353
Super built-up  Area,Marathahalli,1350.0,2.0,1.0,99.0,2,7333.333333333333
Super built-up  Area,Marathahalli,1310.0,3.0,1.0,63.22,3,4825.954198473282
Super built-up  Area,Marathahalli,1285.0,2.0,2.0,55.0,2,4280.155642023346
Super built-up  Area,Marathahalli,2500.0,5.0,2.0,181.0,4,7240.0
Super built-up  Area,Marathahalli,3800.0,4.0,3.0,235.0,4,6184.210526315789
Super built-up  Area,Marathahalli,3951.0,4.0,3.0,230.0,4,5821.311060491015
Super built-up  Area,Marathahalli,1125.0,2.0,1.0,54.8,2,4871.111111111111
Built-up  Area,Marathahalli,1700.0,3.0,2.0,126.0,3,7411.764705882353
Super built-up  Area,Marathahalli,1315.0,2.0,2.0,60.0,3,4562.737642585551
Super built-up  Area,Marathahalli,1270.0,2.0,3.0,73.0,2,5748.031496062992
Super built-up  Area,Marathahalli,1530.0,3.0,2.0,71.0,3,4640.522875816993
Super built-up  Area,Marathahalli,950.0,2.0,2.0,46.7,2,4915.789473684211
Super built-up  Area,Marathahalli,1550.0,3.0,2.0,85.0,3,5483.870967741936
Super built-up  Area,Marathahalli,1019.0,2.0,2.0,49.86,2,4893.032384690873
Super built-up  Area,Marathahalli,1144.0,2.0,2.0,65.0,2,5681.818181818182
Super built-up  Area,Marathahalli,1240.0,2.0,2.0,55.0,2,4435.4838709677415
Built-up  Area,Marathahalli,1100.0,2.0,2.0,75.0,1,6818.181818181818
Built-up  Area,Marathahalli,1156.0,2.0,2.0,52.0,2,4498.269896193771
Super built-up  Area,Marathahalli,2524.0,5.0,2.0,180.0,4,7131.537242472266
Super built-up  Area,Marathahalli,1135.0,2.0,2.0,60.0,2,5286.343612334802
Super built-up  Area,Marathahalli,1839.0,3.0,2.0,130.0,3,7069.0592713431215
Super built-up  Area,Marathahalli,1170.0,2.0,2.0,85.0,2,7264.957264957265
Super built-up  Area,Marathahalli,1108.0,2.0,1.0,60.0,3,5415.162454873646
Super built-up  Area,Marathahalli,1449.0,3.0,2.0,110.0,3,7591.44237405107
Super built-up  Area,Marathahalli,1360.0,2.0,1.0,101.0,2,7426.470588235294
Super built-up  Area,Marathahalli,1026.0,2.0,1.0,50.18,2,4890.83820662768
Super built-up  Area,Marathahalli,1800.0,3.0,2.0,95.0,3,5277.777777777777
Super built-up  Area,Marathahalli,1650.0,3.0,2.0,85.0,3,5151.515151515152
Built-up  Area,Marathahalli,1270.0,2.0,2.0,80.0,2,6299.212598425197
Super built-up  Area,Marathahalli,1100.0,2.0,1.0,50.0,2,4545.454545454545
Super built-up  Area,Marathahalli,1196.0,2.0,2.0,57.95,2,4845.3177257525085
Built-up  Area,Marathahalli,1485.0,2.0,2.0,90.0,3,6060.606060606061
Super built-up  Area,Marathahalli,1146.0,2.0,1.0,69.0,2,6020.942408376964
Plot  Area,Margondanahalli,1090.0,2.0,0.0,58.0,2,5321.100917431193
Plot  Area,Margondanahalli,1200.0,2.0,1.0,58.5,2,4875.0
Plot  Area,Margondanahalli,1200.0,2.0,0.0,67.0,2,5583.333333333333
Plot  Area,Margondanahalli,1200.0,2.0,0.0,65.0,3,5416.666666666667
Plot  Area,Margondanahalli,1000.0,2.0,0.0,57.0,2,5700.0
Plot  Area,Margondanahalli,1625.0,3.0,0.0,80.0,3,4923.076923076923
Plot  Area,Margondanahalli,600.0,2.0,0.0,35.0,2,5833.333333333333
Plot  Area,Margondanahalli,1200.0,2.0,0.0,69.0,2,5750.0
Plot  Area,Margondanahalli,900.0,2.0,0.0,49.0,2,5444.444444444444
Built-up  Area,Margondanahalli,1140.0,2.0,1.0,60.0,2,5263.1578947368425
Plot  Area,Margondanahalli,1100.0,2.0,1.0,55.0,2,5000.0
Plot  Area,Margondanahalli,1152.0,1.0,0.0,66.0,2,5729.166666666667
Plot  Area,Margondanahalli,1448.0,3.0,1.0,70.0,3,4834.254143646409
Plot  Area,Margondanahalli,1200.0,2.0,1.0,65.0,2,5416.666666666667
Plot  Area,Margondanahalli,1050.0,2.0,0.0,58.0,2,5523.809523809524
Plot  Area,Margondanahalli,1160.0,2.0,1.0,65.0,2,5603.448275862069
Super built-up  Area,Margondanahalli,1334.0,2.0,1.0,67.76,2,5079.460269865068
Super built-up  Area,Mico Layout,5000.0,9.0,3.0,210.0,9,4200.0
Super built-up  Area,Mico Layout,1550.0,2.0,2.0,65.0,3,4193.548387096775
Super built-up  Area,Mico Layout,1125.0,2.0,2.0,40.0,2,3555.5555555555557
Super built-up  Area,Mico Layout,1190.0,2.0,2.0,39.25,2,3298.3193277310925
Super built-up  Area,Mico Layout,800.0,1.0,1.0,29.5,1,3687.5
Super built-up  Area,Mico Layout,1250.0,2.0,2.0,44.0,3,3520.0
Super built-up  Area,Mico Layout,1171.0,2.0,2.0,39.0,2,3330.486763450043
Built-up  Area,Mico Layout,1200.0,2.0,1.0,53.5,2,4458.333333333333
Super built-up  Area,Mico Layout,1670.0,3.0,2.0,59.0,3,3532.934131736527
Super built-up  Area,Mico Layout,1140.0,2.0,2.0,43.0,2,3771.9298245614036
Built-up  Area,Munnekollal,1170.0,2.0,2.0,52.0,2,4444.444444444444
Super built-up  Area,Munnekollal,1102.0,2.0,2.0,53.67,2,4870.235934664247
Built-up  Area,Munnekollal,1390.0,3.0,2.0,68.0,3,4892.086330935252
Super built-up  Area,Munnekollal,1200.0,2.0,2.0,49.5,2,4125.0
Super built-up  Area,Munnekollal,950.0,2.0,1.0,46.5,2,4894.736842105263
Built-up  Area,Munnekollal,1560.0,3.0,3.0,75.0,3,4807.692307692308
Super built-up  Area,Munnekollal,1750.0,3.0,3.0,86.5,3,4942.857142857143
Super built-up  Area,Munnekollal,1385.0,2.0,2.0,66.5,3,4801.444043321299
Built-up  Area,Munnekollal,1080.0,2.0,2.0,45.0,2,4166.666666666667
Built-up  Area,Munnekollal,1170.0,2.0,2.0,59.0,2,5042.735042735043
Built-up  Area,Munnekollal,1540.0,2.0,3.0,70.0,3,4545.454545454545
Super built-up  Area,Munnekollal,1200.0,2.0,1.0,57.9,3,4825.0
Super built-up  Area,Munnekollal,1030.0,2.0,1.0,50.36,2,4889.320388349514
Built-up  Area,Murugeshpalya,1296.0,2.0,2.0,81.0,2,6250.0
Super built-up  Area,Murugeshpalya,1550.0,3.0,2.0,74.0,3,4774.193548387097
Super built-up  Area,Murugeshpalya,1845.0,3.0,3.0,91.0,3,4932.249322493225
Super built-up  Area,Murugeshpalya,1185.0,2.0,1.0,85.0,2,7172.995780590717
Super built-up  Area,Murugeshpalya,1225.0,2.0,2.0,48.0,2,3918.3673469387754
Super built-up  Area,Murugeshpalya,1930.0,3.0,3.0,75.0,3,3886.0103626943005
Super built-up  Area,Murugeshpalya,1600.0,2.0,1.0,65.0,3,4062.5
Super built-up  Area,Murugeshpalya,1344.0,2.0,0.0,56.0,3,4166.666666666667
Super built-up  Area,Murugeshpalya,1500.0,2.0,0.0,70.0,3,4666.666666666667
Super built-up  Area,Murugeshpalya,1855.0,3.0,3.0,96.0,3,5175.202156334231
Super built-up  Area,Murugeshpalya,1175.0,2.0,2.0,75.0,2,6382.978723404255
Super built-up  Area,Mysore Road,1175.0,2.0,2.0,73.5,2,6255.31914893617
Super built-up  Area,Mysore Road,1710.0,4.0,2.0,91.31,3,5339.766081871345
Super built-up  Area,Mysore Road,1020.0,2.0,1.0,48.95,2,4799.019607843137
Super built-up  Area,Mysore Road,1175.0,2.0,1.0,73.5,2,6255.31914893617
Super built-up  Area,Mysore Road,1070.0,2.0,1.0,45.0,2,4205.607476635514
Super built-up  Area,Mysore Road,1239.0,2.0,1.0,53.0,2,4277.643260694108
Super built-up  Area,Mysore Road,1060.0,2.0,1.0,62.0,2,5849.056603773585
Super built-up  Area,Mysore Road,980.0,2.0,1.0,45.47,2,4639.7959183673465
Super built-up  Area,Mysore Road,883.0,2.0,1.0,40.0,2,4530.011325028313
Super built-up  Area,Mysore Road,1525.0,3.0,2.0,96.0,3,6295.081967213115
Super built-up  Area,Mysore Road,1200.0,2.0,3.0,65.0,2,5416.666666666667
Super built-up  Area,Mysore Road,1340.0,2.0,2.0,64.31,3,4799.253731343284
Super built-up  Area,Mysore Road,1082.0,3.0,1.0,50.5,3,4667.28280961183
Super built-up  Area,Mysore Road,1340.0,2.0,3.0,64.31,3,4799.253731343284
Super built-up  Area,Mysore Road,883.0,2.0,1.0,40.95,2,4637.5990939977355
Super built-up  Area,Mysore Road,1070.0,2.0,1.0,49.65,2,4640.186915887851
Super built-up  Area,Mysore Road,1082.0,3.0,2.0,50.0,3,4621.072088724584
Built-up  Area,Mysore Road,883.0,2.0,1.0,50.0,2,5662.5141562853905
Super built-up  Area,Mysore Road,1155.0,2.0,1.0,51.0,2,4415.584415584415
Super built-up  Area,Mysore Road,1003.0,2.0,1.0,43.0,2,4287.138584247258
Super built-up  Area,Mysore Road,1237.0,2.0,2.0,73.0,2,5901.3742926434925
Super built-up  Area,Mysore Road,883.0,2.0,1.0,45.0,2,5096.262740656852
Super built-up  Area,Mysore Road,1170.0,2.0,2.0,65.0,2,5555.555555555556
Super built-up  Area,Mysore Road,1029.5,2.0,0.0,50.855,2,4939.776590577951
Super built-up  Area,Mysore Road,940.0,2.0,1.0,43.61,2,4639.36170212766
Super built-up  Area,Mysore Road,1500.0,3.0,2.0,74.0,3,4933.333333333333
Super built-up  Area,Mysore Road,1020.0,2.0,2.0,48.95,2,4799.019607843137
Super built-up  Area,Mysore Road,1568.0,2.0,2.0,100.0,3,6377.551020408163
Super built-up  Area,Mysore Road,1410.0,2.0,2.0,64.0,3,4539.007092198582
Super built-up  Area,Mysore Road,1560.0,2.0,2.0,83.3,3,5339.74358974359
Built-up  Area,Mysore Road,1175.0,2.0,2.0,70.5,2,6000.0
Super built-up  Area,Mysore Road,1080.0,2.0,1.0,60.0,3,5555.555555555556
Super built-up  Area,Mysore Road,1500.0,3.0,2.0,70.0,3,4666.666666666667
Super built-up  Area,Mysore Road,883.0,2.0,1.0,37.0,2,4190.260475651189
Super built-up  Area,Mysore Road,1082.0,2.0,1.0,45.0,3,4158.964879852126
Super built-up  Area,NGR Layout,1020.0,2.0,1.0,45.9,2,4500.0
Super built-up  Area,NGR Layout,1105.0,2.0,2.0,49.73,2,4500.4524886877825
Super built-up  Area,NGR Layout,1022.0,2.0,1.0,45.9,2,4491.19373776908
Super built-up  Area,NGR Layout,1020.0,2.0,1.0,45.0,2,4411.764705882353
Super built-up  Area,NGR Layout,1019.0,2.0,1.0,45.9,2,4504.41609421001
Super built-up  Area,NGR Layout,1020.0,2.0,1.0,46.0,2,4509.803921568628
Super built-up  Area,NGR Layout,1021.0,2.0,2.0,46.0,2,4505.386875612145
Super built-up  Area,NGR Layout,1021.0,2.0,2.0,45.9,2,4495.592556317336
Super built-up  Area,NRI Layout,1565.0,2.0,2.0,75.0,3,4792.332268370607
Super built-up  Area,NRI Layout,2500.0,5.0,3.0,130.0,5,5200.0
Super built-up  Area,NRI Layout,1125.0,2.0,2.0,45.56,2,4049.777777777778
Built-up  Area,NRI Layout,2150.0,4.0,2.0,115.0,4,5348.837209302325
Plot  Area,NRI Layout,1250.0,2.0,0.0,75.0,2,6000.0
Built-up  Area,NRI Layout,1789.0,3.0,3.0,75.0,3,4192.286193404137
Super built-up  Area,NRI Layout,1731.0,3.0,3.0,64.11,3,3703.639514731369
Plot  Area,NRI Layout,2400.0,2.0,1.0,125.0,2,5208.333333333333
Built-up  Area,Nagarbhavi,1630.0,2.0,1.0,98.0,3,6012.269938650306
Plot  Area,Nagarbhavi,1350.0,3.0,2.0,150.0,3,11111.111111111111
Plot  Area,Nagarbhavi,1200.0,2.0,1.0,150.0,2,12500.0
Super built-up  Area,Nagarbhavi,1523.0,2.0,2.0,53.4,3,3506.2376887721603
Built-up  Area,Nagarbhavi,2400.0,3.0,0.0,160.0,3,6666.666666666667
Super built-up  Area,Nagarbhavi,884.0,2.0,2.0,36.0,1,4072.398190045249
Super built-up  Area,Nagarbhavi,1055.0,2.0,2.0,55.0,2,5213.270142180095
Built-up  Area,Nagarbhavi,1350.0,2.0,2.0,54.6,3,4044.4444444444443
Super built-up  Area,Nagarbhavi,1223.0,2.0,1.0,60.0,2,4905.968928863451
Built-up  Area,Nagarbhavi,956.0,2.0,1.0,49.0,2,5125.523012552301
Super built-up  Area,Nagarbhavi,1560.0,3.0,3.0,66.0,3,4230.7692307692305
Built-up  Area,Nagarbhavi,1400.0,2.0,1.0,85.0,3,6071.428571428572
Super built-up  Area,Nagarbhavi,1515.0,2.0,1.0,79.0,3,5214.521452145214
Super built-up  Area,Nagarbhavi,1145.0,2.0,2.0,40.0,2,3493.4497816593885
Carpet  Area,Nagarbhavi,300.0,1.0,1.0,20.0,1,6666.666666666667
Plot  Area,Nagarbhavi,1250.0,3.0,0.0,175.0,4,14000.0
Built-up  Area,Nagarbhavi,710.0,2.0,2.0,40.0,1,5633.802816901409
Super built-up  Area,Nagarbhavi,1850.0,3.0,2.0,88.0,3,4756.756756756757
Super built-up  Area,Nagarbhavi,1212.0,2.0,2.0,50.0,2,4125.412541254125
Super built-up  Area,Nagarbhavi,1020.0,2.0,2.0,55.0,2,5392.156862745098
Super built-up  Area,Nagarbhavi,1850.0,3.0,2.0,90.0,3,4864.864864864865
Super built-up  Area,Nagarbhavi,1120.0,2.0,3.0,53.0,2,4732.142857142857
Super built-up  Area,Nagarbhavi,1850.0,2.0,2.0,88.0,3,4756.756756756757
Super built-up  Area,Nagarbhavi,1146.0,2.0,1.0,50.0,2,4363.001745200698
Super built-up  Area,Nagarbhavi,1850.0,2.0,2.0,89.0,3,4810.810810810811
Super built-up  Area,Nagarbhavi,1190.0,2.0,2.0,63.0,2,5294.117647058823
Super built-up  Area,Nagarbhavi,1523.0,2.0,2.0,56.0,3,3676.9533814839133
Built-up  Area,Nagarbhavi,1050.0,2.0,1.0,80.0,2,7619.047619047619
Built-up  Area,Nagarbhavi,2500.0,3.0,2.0,180.0,5,7200.0
Built-up  Area,Nagarbhavi,1350.0,3.0,0.0,60.0,3,4444.444444444444
Built-up  Area,Nagarbhavi,1250.0,3.0,0.0,170.0,2,13600.0
Super built-up  Area,Nagarbhavi,1635.0,3.0,3.0,85.0,3,5198.7767584097855
Super built-up  Area,Nagarbhavi,1400.0,2.0,2.0,135.0,3,9642.857142857143
Built-up  Area,Nagarbhavi,2200.0,2.0,3.0,99.0,3,4500.0
Super built-up  Area,Nagarbhavi,1100.0,2.0,2.0,46.2,2,4200.0
Super built-up  Area,Nagarbhavi,1080.0,2.0,1.0,49.0,2,4537.037037037037
Built-up  Area,Nagarbhavi,1800.0,3.0,0.0,180.0,4,10000.0
Super built-up  Area,Nagarbhavi,1225.0,2.0,3.0,58.0,2,4734.693877551021
Super built-up  Area,Nagasandra,980.0,2.0,1.0,48.0,2,4897.959183673469
Super built-up  Area,Nagasandra,2400.0,4.0,1.0,145.0,4,6041.666666666667
Super built-up  Area,Nagasandra,1650.0,3.0,2.0,95.0,3,5757.575757575758
Plot  Area,Nagasandra,1500.0,2.0,0.0,91.0,2,6066.666666666667
Plot  Area,Nagavara,400.0,1.0,0.0,14.0,1,3500.0
Super built-up  Area,Nagavara,2172.65,3.0,3.0,120.0,4,5523.208984419948
Super built-up  Area,Nagavara,1545.0,2.0,1.0,58.0,3,3754.045307443366
Super built-up  Area,Nagavara,2319.0,3.0,2.0,180.0,3,7761.966364812419
Super built-up  Area,Nagavara,2430.0,4.0,3.0,180.0,3,7407.407407407408
Built-up  Area,Nagavara,936.0,2.0,0.0,40.2,2,4294.871794871795
Super built-up  Area,Nagavara,1125.0,2.0,2.0,44.5,2,3955.5555555555557
Built-up  Area,Nagavara,1315.0,2.0,2.0,70.0,2,5323.19391634981
Super built-up  Area,Nagavara,1077.0,2.0,1.0,50.0,2,4642.525533890436
Super built-up  Area,Nagavara,2496.0,4.0,2.0,125.0,4,5008.01282051282
Super built-up  Area,Nagavara,1110.0,2.0,2.0,44.95,2,4049.5495495495497
Super built-up  Area,Nagavara,1247.0,2.0,1.0,58.56,2,4696.0705693664795
Super built-up  Area,Nagavarapalya,1392.0,2.0,1.0,99.0,2,7112.068965517241
Super built-up  Area,Nagavarapalya,705.0,1.0,1.0,52.5,1,7446.808510638298
Super built-up  Area,Nagavarapalya,1300.0,3.0,1.0,80.0,3,6153.846153846154
Super built-up  Area,Nagavarapalya,705.0,1.0,1.0,57.0,1,8085.106382978724
Super built-up  Area,Nagavarapalya,705.0,1.0,1.0,55.0,1,7801.418439716312
Super built-up  Area,Nagavarapalya,705.0,1.0,1.0,57.0,1,8085.106382978724
Super built-up  Area,Nagavarapalya,1335.0,2.0,3.0,110.0,2,8239.700374531834
Super built-up  Area,Nagavarapalya,1260.0,2.0,2.0,85.5,2,6785.714285714285
Super built-up  Area,Neeladri Nagar,1053.0,2.0,1.0,45.0,2,4273.504273504273
Super built-up  Area,Neeladri Nagar,1363.0,2.0,2.0,68.0,2,4988.994864269993
Super built-up  Area,Neeladri Nagar,2556.0,3.0,2.0,133.0,3,5203.442879499217
Super built-up  Area,Neeladri Nagar,674.0,1.0,1.0,21.0,1,3115.727002967359
Built-up  Area,Neeladri Nagar,527.0,1.0,0.0,26.0,1,4933.586337760911
Super built-up  Area,Neeladri Nagar,1167.0,2.0,1.0,38.0,3,3256.212510711225
Super built-up  Area,Neeladri Nagar,1060.0,2.0,0.0,35.0,2,3301.8867924528304
Built-up  Area,Neeladri Nagar,640.0,1.0,1.0,20.5,1,3203.125
Super built-up  Area,Neeladri Nagar,4000.0,12.0,2.0,160.0,10,4000.0
Super built-up  Area,Neeladri Nagar,1105.0,2.0,2.0,30.0,2,2714.9321266968327
Super built-up  Area,Neeladri Nagar,1100.0,2.0,2.0,30.0,2,2727.2727272727275
Super built-up  Area,Neeladri Nagar,2111.0,3.0,2.0,103.0,3,4879.204168640455
Super built-up  Area,Nehru Nagar,1775.0,3.0,3.0,110.0,3,6197.183098591549
Super built-up  Area,Nehru Nagar,2363.0,5.0,2.0,120.0,4,5078.290308929327
Super built-up  Area,Nehru Nagar,2342.0,3.0,2.0,115.0,4,4910.333048676345
Super built-up  Area,Nehru Nagar,967.0,2.0,2.0,41.1,2,4250.258531540848
Built-up  Area,Nehru Nagar,1374.0,3.0,2.0,72.0,3,5240.174672489083
Super built-up  Area,Nehru Nagar,1674.0,3.0,2.0,90.0,3,5376.344086021505
Super built-up  Area,Nehru Nagar,1269.0,2.0,2.0,63.0,3,4964.5390070921985
Super built-up  Area,Nehru Nagar,1100.0,2.0,2.0,50.0,2,4545.454545454545
Super built-up  Area,Nehru Nagar,1674.0,3.0,2.0,81.0,3,4838.709677419355
Super built-up  Area,OMBR Layout,2420.0,3.0,2.0,185.0,3,7644.628099173554
Built-up  Area,OMBR Layout,1078.0,2.0,3.0,65.0,2,6029.684601113173
Super built-up  Area,OMBR Layout,1101.0,2.0,2.0,65.5,2,5949.13714804723
Super built-up  Area,OMBR Layout,1041.0,2.0,2.0,65.5,2,6292.026897214217
Super built-up  Area,OMBR Layout,1300.0,2.0,2.0,80.0,2,6153.846153846154
Super built-up  Area,OMBR Layout,1085.0,2.0,1.0,64.0,2,5898.617511520737
Super built-up  Area,OMBR Layout,1855.0,3.0,2.0,145.0,3,7816.711590296496
Super built-up  Area,OMBR Layout,1050.0,2.0,3.0,48.0,2,4571.428571428572
Super built-up  Area,OMBR Layout,1730.0,3.0,1.0,93.0,3,5375.722543352601
Super built-up  Area,OMBR Layout,1165.0,2.0,2.0,88.5,2,7596.56652360515
Super built-up  Area,OMBR Layout,1101.0,2.0,2.0,66.0,2,5994.550408719346
Super built-up  Area,OMBR Layout,3400.0,4.0,2.0,275.0,4,8088.235294117647
